QueryNumber;DocNumber;DocVotes
00042;731;1
00042;763;1
00042;764;1
00042;770;1
00042;822;1
00042;837;1
00042;888;1
00042;931;1
00042;944;1
00042;1000;1
00042;1033;1
00042;1040;1
00042;1085;1
00042;1093;1
00042;1187;1
00042;1192;1
00042;1232;1
00042;1234;1
00043;3;1
00043;4;1
00043;28;1
00043;54;1
00043;65;1
00043;66;1
00043;91;1
00043;94;1
00043;119;1
00043;124;1
00043;125;1
00043;135;1
00043;137;1
00043;140;1
00043;147;1
00043;172;1
00043;173;1
00043;199;1
00043;221;1
00043;261;1
00043;294;1
00043;301;1
00043;302;1
00043;303;1
00043;307;1
00043;308;1
00043;311;1
00043;324;1
00043;334;1
00043;361;1
00043;370;1
00043;386;1
00043;392;1
00043;404;1
00043;418;1
00043;430;1
00043;440;1
00043;441;1
00043;461;1
00043;471;1
00043;484;1
00043;490;1
00043;493;1
00043;504;1
00043;505;1
00043;522;1
00043;526;1
00043;527;1
00043;560;1
00043;562;1
00043;563;1
00043;568;1
00043;570;1
00043;571;1
00043;575;1
00043;636;1
00043;655;1
00043;693;1
00043;694;1
00043;707;1
00043;714;1
00043;733;1
00043;737;1
00043;741;1
00043;758;1
00043;793;1
00043;795;1
00043;817;1
00043;818;1
00043;864;1
00043;889;1
00043;891;1
00043;913;1
00043;916;1
00043;918;1
00043;921;1
00043;944;1
00043;958;1
00043;960;1
00043;966;1
00043;967;1
00043;975;1
00043;982;1
00043;997;1
00043;1000;1
00043;1080;1
00043;1093;1
00043;1094;1
00043;1121;1
00043;1156;1
00043;1167;1
00043;1172;1
00043;1184;1
00043;1185;1
00043;1199;1
00043;1200;1
00043;1209;1
00043;1216;1
00044;44;1
00044;45;1
00044;53;1
00044;67;1
00044;72;1
00044;74;1
00044;83;1
00044;84;1
00044;106;1
00044;108;1
00044;118;1
00044;121;1
00044;122;1
00044;124;1
00044;125;1
00044;135;1
00044;138;1
00044;142;1
00044;143;1
00044;154;1
00044;166;1
00044;171;1
00044;172;1
00044;190;1
00044;235;1
00044;236;1
00044;242;1
00044;243;1
00044;244;1
00044;257;1
00044;264;1
00044;269;1
00044;276;1
00044;297;1
00044;310;1
00044;312;1
00044;325;1
00044;336;1
00044;360;1
00044;370;1
00044;371;1
00044;381;1
00044;386;1
00044;390;1
00044;392;1
00044;399;1
00044;409;1
00044;411;1
00044;415;1
00044;430;1
00044;435;1
00044;436;1
00044;453;1
00044;465;1
00044;493;1
00044;495;1
00044;503;1
00044;504;1
00044;523;1
00044;528;1
00044;538;1
00044;548;1
00044;561;1
00044;563;1
00044;566;1
00044;567;1
00044;568;1
00044;569;1
00044;570;1
00044;572;1
00044;574;1
00044;575;1
00044;576;1
00044;590;1
00044;608;1
00044;621;1
00044;622;1
00044;623;1
00044;624;1
00044;625;1
00044;634;1
00044;636;1
00044;645;1
00044;647;1
00044;655;1
00044;666;1
00044;691;1
00044;702;1
00044;737;1
00044;743;1
00044;747;1
00044;750;1
00044;765;1
00044;766;1
00044;767;1
00044;786;1
00044;840;1
00044;841;1
00044;847;1
00044;850;1
00044;856;1
00044;858;1
00044;862;1
00044;873;1
00044;875;1
00044;951;1
00044;953;1
00044;961;1
00044;967;1
00044;971;1
00044;973;1
00044;1024;1
00044;1029;1
00044;1030;1
00044;1053;1
00044;1054;1
00044;1055;1
00044;1057;1
00044;1059;1
00044;1070;1
00044;1072;1
00044;1130;1
00044;1136;1
00044;1139;1
00044;1142;1
00044;1144;1
00044;1146;1
00044;1148;1
00044;1156;1
00044;1157;1
00044;1160;1
00044;1185;1
00044;1196;1
00044;1201;1
00044;1202;1
00044;1210;1
00044;1212;1
00044;1222;1
00044;1230;1
00044;1231;1
00045;278;1
00045;283;1
00045;286;1
00045;287;1
00045;288;1
00045;289;1
00045;290;1
00045;292;1
00045;293;1
00045;338;1
00045;538;1
00045;540;1
00045;715;1
00045;758;1
00045;803;1
00045;919;1
00045;924;1
00045;1050;1
00045;1159;1
00045;1168;1
00046;51;1
00046;53;1
00046;370;1
00046;410;1
00046;430;1
00046;500;1
00046;503;1
00046;516;1
00046;553;1
00046;568;1
00046;623;1
00046;702;1
00046;737;1
00046;854;1
00046;856;1
00046;857;1
00046;1196;1
00046;1212;1
00047;15;1
00047;57;1
00047;92;1
00047;118;1
00047;121;1
00047;125;1
00047;163;1
00047;165;1
00047;172;1
00047;183;1
00047;208;1
00047;209;1
00047;245;1
00047;259;1
00047;278;1
00047;279;1
00047;283;1
00047;286;1
00047;287;1
00047;295;1
00047;296;1
00047;301;1
00047;302;1
00047;317;1
00047;337;1
00047;361;1
00047;370;1
00047;406;1
00047;416;1
00047;436;1
00047;505;1
00047;508;1
00047;525;1
00047;585;1
00047;613;1
00047;684;1
00047;694;1
00047;695;1
00047;707;1
00047;781;1
00047;862;1
00047;868;1
00047;906;1
00047;928;1
00047;931;1
00047;971;1
00047;998;1
00047;1000;1
00047;1013;1
00047;1058;1
00047;1075;1
00047;1106;1
00047;1107;1
00047;1108;1
00047;1129;1
00047;1132;1
00047;1165;1
00047;1192;1
00047;1194;1
00047;1206;1
00048;44;1
00048;72;1
00048;74;1
00048;124;1
00048;143;1
00048;154;1
00048;190;1
00048;257;1
00048;312;1
00048;336;1
00048;386;1
00048;422;1
00048;436;1
00048;453;1
00048;493;1
00048;495;1
00048;523;1
00048;548;1
00048;566;1
00048;568;1
00048;576;1
00048;691;1
00048;765;1
00048;766;1
00048;786;1
00048;850;1
00048;967;1
00048;1142;1
00048;1201;1
00048;1231;1
00049;72;1
00049;84;1
00049;138;1
00049;143;1
00049;230;1
00049;313;1
00049;370;1
00049;392;1
00049;393;1
00049;430;1
00049;436;1
00049;440;1
00049;465;1
00049;493;1
00049;503;1
00049;504;1
00049;505;1
00049;523;1
00049;530;1
00049;553;1
00049;562;1
00049;563;1
00049;566;1
00049;568;1
00049;570;1
00049;586;1
00049;608;1
00049;624;1
00049;625;1
00049;691;1
00049;726;1
00049;743;1
00049;749;1
00049;953;1
00049;972;1
00049;1198;1
00050;44;1
00050;259;1
00050;309;1
00050;347;1
00050;435;1
00050;440;1
00050;495;1
00050;505;1
00050;543;1
00050;548;1
00050;568;1
00050;570;1
00050;575;1
00050;601;1
00050;634;1
00050;829;1
00050;848;1
00050;953;1
00050;961;1
00050;973;1
00050;1058;1
00050;1156;1
00050;1157;1
00050;1159;1
00050;1160;1
00051;1;1
00051;11;1
00051;14;1
00051;18;1
00051;19;1
00051;26;1
00051;44;1
00051;51;1
00051;55;1
00051;62;1
00051;63;1
00051;66;1
00051;67;1
00051;72;1
00051;83;1
00051;84;1
00051;85;1
00051;102;1
00051;107;1
00051;108;1
00051;112;1
00051;114;1
00051;122;1
00051;124;1
00051;135;1
00051;137;1
00051;141;1
00051;142;1
00051;177;1
00051;190;1
00051;191;1
00051;196;1
00051;200;1
00051;201;1
00051;214;1
00051;216;1
00051;217;1
00051;218;1
00051;219;1
00051;221;1
00051;222;1
00051;225;1
00051;230;1
00051;235;1
00051;236;1
00051;245;1
00051;249;1
00051;252;1
00051;254;1
00051;263;1
00051;264;1
00051;270;1
00051;276;1
00051;277;1
00051;279;1
00051;281;1
00051;289;1
00051;297;1
00051;302;1
00051;303;1
00051;304;1
00051;305;1
00051;306;1
00051;307;1
00051;308;1
00051;311;1
00051;322;1
00051;325;1
00051;333;1
00051;337;1
00051;343;1
00051;345;1
00051;355;1
00051;360;1
00051;365;1
00051;366;1
00051;370;1
00051;382;1
00051;383;1
00051;386;1
00051;391;1
00051;392;1
00051;400;1
00051;402;1
00051;407;1
00051;415;1
00051;417;1
00051;418;1
00051;419;1
00051;430;1
00051;435;1
00051;437;1
00051;440;1
00051;442;1
00051;444;1
00051;445;1
00051;465;1
00051;481;1
00051;484;1
00051;488;1
00051;490;1
00051;493;1
00051;494;1
00051;495;1
00051;498;1
00051;501;1
00051;502;1
00051;503;1
00051;504;1
00051;505;1
00051;510;1
00051;511;1
00051;517;1
00051;521;1
00051;526;1
00051;528;1
00051;529;1
00051;530;1
00051;531;1
00051;532;1
00051;534;1
00051;535;1
00051;548;1
00051;553;1
00051;560;1
00051;562;1
00051;563;1
00051;564;1
00051;565;1
00051;566;1
00051;568;1
00051;569;1
00051;570;1
00051;571;1
00051;572;1
00051;573;1
00051;574;1
00051;575;1
00051;576;1
00051;589;1
00051;590;1
00051;605;1
00051;608;1
00051;625;1
00051;627;1
00051;636;1
00051;639;1
00051;643;1
00051;646;1
00051;675;1
00051;681;1
00051;685;1
00051;707;1
00051;726;1
00051;733;1
00051;737;1
00051;738;1
00051;739;1
00051;740;1
00051;741;1
00051;744;1
00051;745;1
00051;746;1
00051;747;1
00051;748;1
00051;749;1
00051;779;1
00051;789;1
00051;790;1
00051;793;1
00051;827;1
00051;828;1
00051;829;1
00051;847;1
00051;852;1
00051;856;1
00051;857;1
00051;858;1
00051;861;1
00051;864;1
00051;865;1
00051;866;1
00051;868;1
00051;869;1
00051;875;1
00051;881;1
00051;889;1
00051;891;1
00051;892;1
00051;905;1
00051;918;1
00051;921;1
00051;925;1
00051;926;1
00051;933;1
00051;936;1
00051;949;1
00051;950;1
00051;954;1
00051;956;1
00051;957;1
00051;958;1
00051;966;1
00051;990;1
00051;991;1
00051;1001;1
00051;1024;1
00051;1026;1
00051;1027;1
00051;1044;1
00051;1057;1
00051;1065;1
00051;1070;1
00051;1074;1
00051;1076;1
00051;1079;1
00051;1091;1
00051;1120;1
00051;1127;1
00051;1135;1
00051;1137;1
00051;1139;1
00051;1141;1
00051;1156;1
00051;1167;1
00051;1196;1
00051;1198;1
00051;1199;1
00051;1200;1
00051;1202;1
00051;1203;1
00051;1204;1
00051;1207;1
00051;1208;1
00051;1209;1
00051;1210;1
00051;1211;1
00051;1212;1
00051;1234;1
00051;1236;1
00051;1238;1
00052;406;1
00052;505;1
00053;1;1
00053;11;1
00053;55;1
00053;81;1
00053;160;1
00053;188;1
00053;223;1
00053;228;1
00053;347;1
00053;370;1
00053;401;1
00053;432;1
00053;447;1
00053;505;1
00053;509;1
00053;577;1
00053;590;1
00053;767;1
00053;917;1
00053;987;1
00053;1170;1
00053;1228;1
00053;1229;1
00054;11;1
00054;23;1
00054;55;1
00054;187;1
00054;206;1
00054;211;1
00054;223;1
00054;228;1
00054;229;1
00054;333;1
00054;341;1
00054;347;1
00054;358;1
00054;369;1
00054;382;1
00054;394;1
00054;401;1
00054;402;1
00054;432;1
00054;485;1
00054;488;1
00054;505;1
00054;513;1
00054;547;1
00054;550;1
00054;552;1
00054;577;1
00054;590;1
00054;607;1
00054;613;1
00054;626;1
00054;631;1
00054;632;1
00054;716;1
00054;767;1
00054;771;1
00054;790;1
00054;793;1
00054;806;1
00054;812;1
00054;819;1
00054;860;1
00054;904;1
00054;905;1
00054;917;1
00054;941;1
00054;964;1
00054;990;1
00054;1003;1
00054;1005;1
00054;1007;1
00054;1013;1
00054;1048;1
00054;1060;1
00054;1099;1
00054;1134;1
00054;1163;1
00054;1164;1
00054;1169;1
00054;1171;1
00054;1192;1
00054;1237;1
00055;70;1
00055;232;1
00055;305;1
00055;347;1
00055;358;1
00055;391;1
00055;430;1
00055;432;1
00055;463;1
00055;505;1
00055;521;1
00055;530;1
00055;640;1
00055;675;1
00055;749;1
00055;779;1
00055;820;1
00055;828;1
00055;847;1
00055;890;1
00055;1056;1
00055;1070;1
00055;1156;1
00055;1205;1
00056;55;1
00056;89;1
00056;123;1
00056;135;1
00056;181;1
00056;185;1
00056;212;1
00056;288;1
00056;290;1
00056;292;1
00056;414;1
00056;424;1
00056;432;1
00056;443;1
00056;450;1
00056;758;1
00056;767;1
00056;783;1
00056;794;1
00056;919;1
00056;924;1
00056;925;1
00056;928;1
00056;970;1
00056;972;1
00056;1066;1
00056;1091;1
00056;1093;1
00056;1102;1
00056;1115;1
00056;1234;1
00056;1239;1
00057;1;1
00057;6;1
00057;8;1
00057;11;1
00057;62;1
00057;79;1
00057;80;1
00057;81;1
00057;160;1
00057;177;1
00057;178;1
00057;188;1
00057;200;1
00057;223;1
00057;228;1
00057;282;1
00057;346;1
00057;369;1
00057;370;1
00057;394;1
00057;397;1
00057;415;1
00057;432;1
00057;447;1
00057;513;1
00057;577;1
00057;588;1
00057;590;1
00057;668;1
00057;778;1
00057;784;1
00057;790;1
00057;812;1
00057;833;1
00057;860;1
00057;865;1
00057;890;1
00057;905;1
00057;983;1
00057;986;1
00057;987;1
00057;988;1
00057;989;1
00057;1086;1
00057;1090;1
00057;1091;1
00057;1095;1
00057;1170;1
00057;1171;1
00057;1173;1
00057;1203;1
00058;1;1
00058;6;1
00058;7;1
00058;43;1
00058;48;1
00058;55;1
00058;60;1
00058;62;1
00058;63;1
00058;80;1
00058;81;1
00058;82;1
00058;102;1
00058;111;1
00058;160;1
00058;164;1
00058;178;1
00058;179;1
00058;187;1
00058;188;1
00058;200;1
00058;223;1
00058;228;1
00058;229;1
00058;271;1
00058;282;1
00058;335;1
00058;346;1
00058;347;1
00058;366;1
00058;369;1
00058;370;1
00058;384;1
00058;392;1
00058;394;1
00058;397;1
00058;402;1
00058;415;1
00058;427;1
00058;429;1
00058;432;1
00058;447;1
00058;457;1
00058;463;1
00058;485;1
00058;505;1
00058;511;1
00058;513;1
00058;517;1
00058;550;1
00058;577;1
00058;588;1
00058;589;1
00058;590;1
00058;591;1
00058;609;1
00058;614;1
00058;631;1
00058;668;1
00058;748;1
00058;749;1
00058;769;1
00058;778;1
00058;784;1
00058;790;1
00058;805;1
00058;812;1
00058;820;1
00058;860;1
00058;865;1
00058;874;1
00058;890;1
00058;903;1
00058;905;1
00058;912;1
00058;917;1
00058;964;1
00058;983;1
00058;986;1
00058;987;1
00058;988;1
00058;989;1
00058;990;1
00058;1005;1
00058;1025;1
00058;1077;1
00058;1086;1
00058;1090;1
00058;1091;1
00058;1134;1
00058;1170;1
00058;1171;1
00058;1173;1
00058;1228;1
00058;1234;1
00059;1;1
00059;6;1
00059;11;1
00059;18;1
00059;45;1
00059;48;1
00059;55;1
00059;62;1
00059;63;1
00059;67;1
00059;79;1
00059;80;1
00059;81;1
00059;84;1
00059;102;1
00059;107;1
00059;110;1
00059;111;1
00059;122;1
00059;160;1
00059;164;1
00059;166;1
00059;177;1
00059;179;1
00059;187;1
00059;188;1
00059;191;1
00059;200;1
00059;214;1
00059;223;1
00059;228;1
00059;229;1
00059;245;1
00059;275;1
00059;279;1
00059;281;1
00059;284;1
00059;306;1
00059;333;1
00059;335;1
00059;346;1
00059;347;1
00059;365;1
00059;366;1
00059;369;1
00059;370;1
00059;382;1
00059;386;1
00059;392;1
00059;394;1
00059;397;1
00059;401;1
00059;402;1
00059;415;1
00059;425;1
00059;427;1
00059;430;1
00059;432;1
00059;442;1
00059;444;1
00059;447;1
00059;452;1
00059;465;1
00059;485;1
00059;504;1
00059;505;1
00059;509;1
00059;513;1
00059;521;1
00059;524;1
00059;530;1
00059;565;1
00059;572;1
00059;574;1
00059;577;1
00059;588;1
00059;590;1
00059;591;1
00059;607;1
00059;608;1
00059;609;1
00059;614;1
00059;631;1
00059;668;1
00059;670;1
00059;678;1
00059;679;1
00059;685;1
00059;689;1
00059;738;1
00059;748;1
00059;767;1
00059;769;1
00059;778;1
00059;784;1
00059;790;1
00059;812;1
00059;820;1
00059;827;1
00059;828;1
00059;833;1
00059;860;1
00059;865;1
00059;869;1
00059;874;1
00059;882;1
00059;903;1
00059;905;1
00059;912;1
00059;917;1
00059;936;1
00059;937;1
00059;964;1
00059;977;1
00059;983;1
00059;986;1
00059;987;1
00059;988;1
00059;989;1
00059;990;1
00059;1005;1
00059;1007;1
00059;1025;1
00059;1044;1
00059;1056;1
00059;1060;1
00059;1071;1
00059;1074;1
00059;1075;1
00059;1077;1
00059;1091;1
00059;1095;1
00059;1097;1
00059;1102;1
00059;1134;1
00059;1143;1
00059;1163;1
00059;1170;1
00059;1171;1
00059;1172;1
00059;1173;1
00059;1203;1
00059;1205;1
00059;1228;1
00059;1232;1
00060;17;1
00060;87;1
00060;100;1
00060;155;1
00060;241;1
00060;267;1
00060;322;1
00060;340;1
00060;348;1
00060;354;1
00060;370;1
00060;446;1
00060;519;1
00060;550;1
00060;587;1
00060;597;1
00060;653;1
00060;698;1
00060;722;1
00060;724;1
00060;751;1
00060;764;1
00060;990;1
00060;1000;1
00060;1004;1
00060;1040;1
00060;1041;1
00060;1043;1
00060;1046;1
00060;1047;1
00060;1104;1
00060;1110;1
00060;1192;1
00060;1194;1
00061;10;1
00061;56;1
00061;62;1
00061;63;1
00061;114;1
00061;132;1
00061;187;1
00061;195;1
00061;196;1
00061;197;1
00061;200;1
00061;226;1
00061;298;1
00061;347;1
00061;358;1
00061;370;1
00061;383;1
00061;427;1
00061;432;1
00061;434;1
00061;437;1
00061;439;1
00061;465;1
00061;481;1
00061;490;1
00061;498;1
00061;500;1
00061;501;1
00061;502;1
00061;505;1
00061;511;1
00061;517;1
00061;531;1
00061;532;1
00061;535;1
00061;565;1
00061;570;1
00061;590;1
00061;605;1
00061;668;1
00061;685;1
00061;726;1
00061;735;1
00061;738;1
00061;739;1
00061;741;1
00061;754;1
00061;763;1
00061;767;1
00061;827;1
00061;847;1
00061;864;1
00061;865;1
00061;875;1
00061;882;1
00061;912;1
00061;944;1
00061;969;1
00061;980;1
00061;990;1
00061;1040;1
00061;1079;1
00061;1092;1
00061;1093;1
00061;1098;1
00061;1188;1
00061;1207;1
00061;1208;1
00061;1234;1
00061;1236;1
00062;10;1
00062;17;1
00062;24;1
00062;43;1
00062;56;1
00062;60;1
00062;62;1
00062;63;1
00062;64;1
00062;69;1
00062;72;1
00062;88;1
00062;94;1
00062;110;1
00062;144;1
00062;148;1
00062;155;1
00062;160;1
00062;182;1
00062;192;1
00062;193;1
00062;194;1
00062;197;1
00062;200;1
00062;211;1
00062;224;1
00062;226;1
00062;237;1
00062;238;1
00062;244;1
00062;267;1
00062;297;1
00062;321;1
00062;322;1
00062;330;1
00062;331;1
00062;333;1
00062;340;1
00062;348;1
00062;349;1
00062;354;1
00062;358;1
00062;359;1
00062;370;1
00062;372;1
00062;382;1
00062;383;1
00062;427;1
00062;429;1
00062;434;1
00062;437;1
00062;438;1
00062;446;1
00062;458;1
00062;459;1
00062;460;1
00062;465;1
00062;472;1
00062;473;1
00062;479;1
00062;486;1
00062;505;1
00062;537;1
00062;539;1
00062;550;1
00062;551;1
00062;558;1
00062;559;1
00062;580;1
00062;586;1
00062;590;1
00062;607;1
00062;643;1
00062;663;1
00062;677;1
00062;698;1
00062;703;1
00062;704;1
00062;722;1
00062;724;1
00062;729;1
00062;731;1
00062;734;1
00062;735;1
00062;736;1
00062;761;1
00062;763;1
00062;764;1
00062;767;1
00062;768;1
00062;783;1
00062;787;1
00062;803;1
00062;804;1
00062;806;1
00062;819;1
00062;821;1
00062;822;1
00062;837;1
00062;842;1
00062;843;1
00062;844;1
00062;845;1
00062;870;1
00062;879;1
00062;880;1
00062;882;1
00062;885;1
00062;886;1
00062;888;1
00062;889;1
00062;904;1
00062;907;1
00062;912;1
00062;913;1
00062;914;1
00062;920;1
00062;937;1
00062;941;1
00062;944;1
00062;945;1
00062;964;1
00062;969;1
00062;990;1
00062;1000;1
00062;1022;1
00062;1023;1
00062;1032;1
00062;1033;1
00062;1038;1
00062;1039;1
00062;1040;1
00062;1042;1
00062;1071;1
00062;1073;1
00062;1080;1
00062;1093;1
00062;1104;1
00062;1151;1
00062;1192;1
00062;1195;1
00062;1214;1
00062;1232;1
00062;1234;1
00063;1;1
00063;23;1
00063;62;1
00063;63;1
00063;166;1
00063;322;1
00063;347;1
00063;370;1
00063;374;1
00063;429;1
00063;434;1
00063;437;1
00063;438;1
00063;463;1
00063;490;1
00063;499;1
00063;500;1
00063;501;1
00063;502;1
00063;505;1
00063;592;1
00063;669;1
00063;698;1
00063;704;1
00063;724;1
00063;763;1
00063;803;1
00063;805;1
00063;821;1
00063;922;1
00063;976;1
00063;980;1
00063;1040;1
00063;1091;1
00063;1155;1
00063;1171;1
00063;1192;1
00063;1228;1
00063;1229;1
00064;17;1
00064;20;1
00064;22;1
00064;24;1
00064;64;1
00064;144;1
00064;148;1
00064;155;1
00064;160;1
00064;197;1
00064;227;1
00064;267;1
00064;322;1
00064;331;1
00064;349;1
00064;358;1
00064;370;1
00064;372;1
00064;382;1
00064;434;1
00064;437;1
00064;472;1
00064;550;1
00064;590;1
00064;605;1
00064;606;1
00064;674;1
00064;698;1
00064;703;1
00064;722;1
00064;724;1
00064;768;1
00064;814;1
00064;842;1
00064;844;1
00064;882;1
00064;889;1
00064;907;1
00064;944;1
00064;963;1
00064;1000;1
00064;1033;1
00064;1038;1
00064;1067;1
00064;1071;1
00064;1076;1
00064;1091;1
00064;1093;1
00064;1188;1
00064;1195;1
00065;17;1
00065;20;1
00065;22;1
00065;24;1
00065;64;1
00065;87;1
00065;93;1
00065;132;1
00065;135;1
00065;144;1
00065;148;1
00065;155;1
00065;192;1
00065;194;1
00065;197;1
00065;206;1
00065;211;1
00065;224;1
00065;227;1
00065;238;1
00065;267;1
00065;297;1
00065;322;1
00065;323;1
00065;331;1
00065;341;1
00065;349;1
00065;358;1
00065;368;1
00065;370;1
00065;372;1
00065;383;1
00065;386;1
00065;387;1
00065;388;1
00065;437;1
00065;519;1
00065;539;1
00065;543;1
00065;546;1
00065;550;1
00065;578;1
00065;587;1
00065;597;1
00065;599;1
00065;606;1
00065;611;1
00065;629;1
00065;653;1
00065;674;1
00065;699;1
00065;722;1
00065;736;1
00065;763;1
00065;788;1
00065;803;1
00065;814;1
00065;819;1
00065;821;1
00065;833;1
00065;842;1
00065;882;1
00065;885;1
00065;886;1
00065;889;1
00065;904;1
00065;913;1
00065;963;1
00065;964;1
00065;990;1
00065;1000;1
00065;1006;1
00065;1007;1
00065;1038;1
00065;1042;1
00065;1045;1
00065;1046;1
00065;1048;1
00065;1067;1
00065;1073;1
00065;1092;1
00065;1093;1
00065;1099;1
00065;1149;1
00065;1150;1
00065;1151;1
00065;1153;1
00065;1164;1
00065;1188;1
00065;1195;1
00065;1214;1
00065;1232;1
00065;1234;1
00065;1237;1
00066;1;1
00066;10;1
00066;11;1
00066;13;1
00066;17;1
00066;22;1
00066;63;1
00066;100;1
00066;148;1
00066;155;1
00066;160;1
00066;166;1
00066;187;1
00066;200;1
00066;267;1
00066;322;1
00066;340;1
00066;348;1
00066;350;1
00066;370;1
00066;385;1
00066;427;1
00066;429;1
00066;434;1
00066;446;1
00066;463;1
00066;498;1
00066;558;1
00066;590;1
00066;605;1
00066;607;1
00066;630;1
00066;698;1
00066;722;1
00066;724;1
00066;731;1
00066;736;1
00066;763;1
00066;767;1
00066;771;1
00066;788;1
00066;821;1
00066;837;1
00066;882;1
00066;907;1
00066;912;1
00066;913;1
00066;944;1
00066;969;1
00066;976;1
00066;980;1
00066;990;1
00066;1004;1
00066;1098;1
00066;1104;1
00066;1109;1
00066;1134;1
00066;1155;1
00066;1192;1
00066;1194;1
00066;1195;1
00066;1214;1
00066;1226;1
00067;43;1
00067;61;1
00067;148;1
00067;354;1
00067;370;1
00067;472;1
00067;473;1
00067;519;1
00067;724;1
00067;764;1
00067;842;1
00067;910;1
00067;914;1
00067;1234;1
00068;11;1
00068;64;1
00068;90;1
00068;135;1
00068;195;1
00068;206;1
00068;297;1
00068;327;1
00068;331;1
00068;341;1
00068;349;1
00068;358;1
00068;359;1
00068;370;1
00068;437;1
00068;438;1
00068;543;1
00068;546;1
00068;550;1
00068;607;1
00068;632;1
00068;734;1
00068;819;1
00068;826;1
00068;838;1
00068;882;1
00068;889;1
00068;904;1
00068;913;1
00068;944;1
00068;964;1
00068;969;1
00068;1000;1
00068;1003;1
00068;1040;1
00068;1046;1
00068;1048;1
00068;1093;1
00068;1099;1
00068;1134;1
00068;1149;1
00068;1150;1
00068;1164;1
00068;1172;1
00068;1234;1
00069;193;1
00069;326;1
00069;327;1
00069;359;1
00069;363;1
00069;370;1
00069;438;1
00069;550;1
00069;703;1
00069;724;1
00069;837;1
00069;907;1
00069;944;1
00069;1000;1
00069;1234;1
00070;17;1
00070;327;1
00070;340;1
00070;370;1
00070;438;1
00070;698;1
00070;722;1
00070;804;1
00070;837;1
00070;944;1
00070;952;1
00070;1000;1
00070;1009;1
00070;1032;1
00070;1104;1
00070;1232;1
00070;1234;1
00071;11;1
00071;56;1
00071;148;1
00071;327;1
00071;370;1
00071;547;1
00072;58;1
00072;250;1
00072;323;1
00072;333;1
00072;682;1
00072;683;1
00072;732;1
00072;733;1
00072;837;1
00072;941;1
00072;1000;1
00072;1019;1
00072;1125;1
00073;50;1
00073;224;1
00073;227;1
00073;359;1
00073;370;1
00073;438;1
00073;629;1
00073;630;1
00073;724;1
00073;806;1
00073;843;1
00073;844;1
00073;990;1
00073;1000;1
00073;1093;1
00073;1228;1
00073;1229;1
00073;1234;1
00074;148;1
00074;370;1
00074;724;1
00074;910;1
00074;914;1
00074;1000;1
00074;1093;1
00075;100;1
00075;241;1
00075;273;1
00075;316;1
00075;348;1
00075;354;1
00075;359;1
00075;370;1
00075;446;1
00075;519;1
00075;587;1
00075;597;1
00075;751;1
00075;757;1
00075;837;1
00075;944;1
00075;1043;1
00075;1047;1
00075;1110;1
00075;1234;1
00075;1235;1
00076;329;1
00076;330;1
00076;359;1
00076;370;1
00076;437;1
00076;438;1
00076;606;1
00076;731;1
00076;882;1
00076;889;1
00076;1007;1
00076;1023;1
00076;1039;1
00076;1048;1
00076;1080;1
00076;1134;1
00076;1188;1
00077;25;1
00077;27;1
00077;31;1
00077;50;1
00077;90;1
00077;128;1
00077;135;1
00077;148;1
00077;168;1
00077;195;1
00077;197;1
00077;224;1
00077;226;1
00077;227;1
00077;267;1
00077;297;1
00077;298;1
00077;321;1
00077;323;1
00077;326;1
00077;327;1
00077;329;1
00077;330;1
00077;333;1
00077;359;1
00077;370;1
00077;428;1
00077;437;1
00077;438;1
00077;542;1
00077;546;1
00077;550;1
00077;551;1
00077;558;1
00077;586;1
00077;592;1
00077;629;1
00077;630;1
00077;663;1
00077;722;1
00077;724;1
00077;729;1
00077;731;1
00077;734;1
00077;735;1
00077;754;1
00077;806;1
00077;826;1
00077;837;1
00077;839;1
00077;843;1
00077;844;1
00077;845;1
00077;879;1
00077;882;1
00077;889;1
00077;912;1
00077;937;1
00077;939;1
00077;941;1
00077;944;1
00077;963;1
00077;990;1
00077;1006;1
00077;1012;1
00077;1023;1
00077;1034;1
00077;1035;1
00077;1040;1
00077;1080;1
00077;1092;1
00077;1093;1
00077;1134;1
00077;1138;1
00077;1149;1
00077;1150;1
00077;1152;1
00077;1153;1
00077;1188;1
00077;1220;1
00077;1232;1
00077;1234;1
00078;61;1
00078;65;1
00078;82;1
00078;90;1
00078;93;1
00078;135;1
00078;146;1
00078;152;1
00078;159;1
00078;161;1
00078;179;1
00078;184;1
00078;188;1
00078;238;1
00078;253;1
00078;255;1
00078;265;1
00078;282;1
00078;315;1
00078;320;1
00078;321;1
00078;326;1
00078;330;1
00078;333;1
00078;359;1
00078;370;1
00078;373;1
00078;427;1
00078;438;1
00078;451;1
00078;452;1
00078;459;1
00078;460;1
00078;479;1
00078;556;1
00078;648;1
00078;663;1
00078;680;1
00078;686;1
00078;696;1
00078;718;1
00078;722;1
00078;724;1
00078;731;1
00078;734;1
00078;753;1
00078;800;1
00078;802;1
00078;838;1
00078;884;1
00078;889;1
00078;912;1
00078;944;1
00078;945;1
00078;1010;1
00078;1015;1
00078;1019;1
00078;1021;1
00078;1042;1
00078;1065;1
00078;1069;1
00078;1071;1
00078;1078;1
00078;1081;1
00078;1086;1
00078;1089;1
00078;1090;1
00078;1091;1
00078;1093;1
00078;1111;1
00078;1112;1
00078;1118;1
00078;1179;1
00078;1180;1
00078;1181;1
00078;1227;1
